Reason_1,Reason_2,Reason_3,Reason_4,Month Value,Day of the Week,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
0,0,0,1,7,3,179,26,30,230,19,1,0,0,2
0,0,0,1,7,3,225,26,28,230,24,0,1,2,4
1,0,0,0,7,4,260,50,36,230,23,0,4,0,8
1,0,0,0,7,0,268,11,33,230,25,1,0,0,8
0,0,0,1,7,4,330,16,28,230,25,1,0,0,8
0,0,0,1,7,4,118,10,37,230,28,0,0,0,8
0,0,0,1,7,0,260,50,36,230,23,0,4,0,4
0,0,0,1,7,1,118,10,37,230,28,0,0,0,8
0,1,0,0,7,0,300,26,43,230,25,0,2,1,8
0,0,0,1,7,0,235,29,48,230,33,0,1,5,1
0,0,0,1,7,1,246,25,41,230,23,0,0,0,2
1,0,0,0,7,1,225,26,28,230,24,0,1,2,112
0,0,0,1,7,1,179,51,38,230,31,0,0,0,1
0,0,0,1,7,4,118,13,50,230,31,0,1,0,1
0,0,0,1,7,4,361,52,28,230,27,0,1,4,8
0,0,0,1,7,0,289,36,33,230,30,0,2,1,8
0,0,0,1,7,0,235,20,43,230,38,0,1,0,8
0,0,0,1,7,1,246,25,41,230,23,0,0,0,2
0,0,0,1,7,3,291,31,40,230,25,0,1,1,1
0,0,0,1,7,3,279,5,39,230,24,0,2,0,2
0,0,0,1,8,3,179,51,38,249,31,0,0,0,4
0,0,0,1,8,0,179,22,40,249,22,1,2,0,1
0,0,0,1,8,1,246,25,41,249,23,0,0,0,4
0,0,0,1,8,1,118,10,37,249,28,0,0,0,4
0,0,0,1,8,1,289,36,33,249,30,0,2,1,8
0,0,0,1,8,1,235,20,43,249,38,0,1,0,8
0,0,0,1,8,3,291,31,40,249,25,0,1,1,4
0,0,0,1,8,0,179,51,38,249,31,0,0,0,4
0,0,0,1,8,1,179,22,40,249,22,1,2,0,8
0,0,0,1,8,3,330,16,28,249,25,1,0,0,16
0,0,0,1,8,1,235,11,37,249,29,1,1,1,4
0,0,0,1,8,1,246,25,41,249,23,0,0,0,1
0,0,0,1,8,1,118,10,37,249,28,0,0,0,5
0,0,0,1,8,3,291,31,40,249,25,0,1,1,2
0,0,0,1,8,0,260,50,36,249,23,0,4,0,3
0,0,0,1,9,1,246,25,41,261,23,0,0,0,1
0,0,0,1,9,1,246,25,41,261,23,0,0,0,1
0,0,0,1,9,1,118,10,37,261,28,0,0,0,3
0,0,0,1,9,1,155,12,34,261,25,0,2,0,2
0,0,0,1,9,3,291,31,40,261,25,0,1,1,2
0,0,0,1,9,4,179,26,30,261,19,1,0,0,8
0,0,0,1,9,4,248,25,47,261,32,0,2,1,1
0,0,0,1,9,0,179,51,38,261,31,0,0,0,4
0,0,0,1,9,2,225,26,28,261,24,0,1,2,1
0,0,0,1,9,0,179,26,30,261,19,1,0,0,2
0,0,0,1,9,1,369,17,31,261,25,0,3,0,8
0,0,0,1,9,1,361,52,28,261,27,0,1,4,8
1,0,0,0,10,3,289,48,49,284,36,0,0,2,1
1,0,0,0,10,3,235,16,32,284,25,1,0,0,3
0,0,0,1,10,4,246,25,41,284,23,0,0,0,8
1,0,0,0,10,2,289,48,49,284,36,0,0,2,3
0,0,0,1,10,2,291,31,40,284,25,0,1,1,2
0,0,0,1,10,1,118,10,37,284,28,0,0,0,2
0,0,0,1,10,3,289,48,49,284,36,0,0,2,2
0,0,0,1,10,4,291,31,40,284,25,0,1,1,1
0,0,0,1,10,1,225,26,28,284,24,0,1,2,2
0,0,0,1,10,1,369,17,31,284,25,0,3,0,8
0,0,0,1,10,1,369,17,31,284,25,0,3,0,3
0,0,0,1,10,1,225,26,28,284,24,0,1,2,4
0,0,0,1,10,1,369,17,31,284,25,0,3,0,8
0,0,0,1,10,2,179,51,38,284,31,0,0,0,3
1,0,0,0,10,2,228,14,58,284,22,0,2,1,1
0,0,0,1,10,2,291,31,40,284,25,0,1,1,1
1,0,0,0,10,3,369,17,31,284,25,0,3,0,8
1,0,0,0,10,3,225,26,28,284,24,0,1,2,1
1,0,0,0,10,4,369,17,31,284,25,0,3,0,8
1,0,0,0,10,4,225,26,28,284,24,0,1,2,3
0,0,0,1,10,6,189,29,33,284,25,0,2,2,8
1,0,0,0,10,6,235,16,32,284,25,1,0,0,8
1,0,0,0,10,6,248,25,47,284,32,0,2,1,8
0,0,0,0,10,6,225,26,28,284,24,0,1,2,0
1,0,0,0,10,1,225,26,28,284,24,0,1,2,3
0,0,1,0,11,1,179,51,38,268,31,0,0,0,1
0,0,0,1,11,2,118,10,37,268,28,0,0,0,3
1,0,0,0,11,2,330,16,28,268,25,1,0,0,24
0,0,0,1,11,4,179,51,38,268,31,0,0,0,1
1,0,0,0,11,1,118,10,37,268,28,0,0,0,8
0,0,0,1,11,2,289,36,33,268,30,0,2,1,8
1,0,0,0,11,4,235,16,32,268,25,1,0,0,8
0,0,0,1,11,4,225,26,28,268,24,0,1,2,4
0,0,0,1,11,1,361,52,28,268,27,0,1,4,8
0,0,0,1,11,2,291,31,40,268,25,0,1,1,2
1,0,0,0,11,3,118,10,37,268,28,0,0,0,2
1,0,0,0,11,3,225,26,28,268,24,0,1,2,3
0,0,0,1,11,0,179,51,38,268,31,0,0,0,1
0,0,0,1,11,0,118,10,37,268,28,0,0,0,8
1,0,0,0,11,1,118,10,37,268,28,0,0,0,8
0,0,0,1,11,1,225,26,28,268,24,0,1,2,2
0,0,0,0,11,1,291,31,40,268,25,0,1,1,0
0,0,0,0,11,2,289,36,33,268,30,0,2,1,0
1,0,0,0,11,3,248,25,47,268,32,0,2,1,4
0,0,0,0,11,3,235,20,43,268,38,0,1,0,0
0,0,0,1,11,4,225,26,28,268,24,0,1,2,2
0,0,0,1,11,4,369,17,31,268,25,0,3,0,8
0,0,0,1,11,0,361,52,28,268,27,0,1,4,2
1,0,0,0,12,1,179,51,38,280,31,0,0,0,32
0,0,0,1,12,2,291,31,40,280,25,0,1,1,1
0,0,0,1,12,2,225,26,28,280,24,0,1,2,3
1,0,0,0,12,4,179,26,30,280,19,1,0,0,1
0,0,0,1,12,4,225,26,28,280,24,0,1,2,3
0,0,0,1,12,2,225,26,28,280,24,0,1,2,3
1,0,0,0,12,3,361,52,28,280,27,0,1,4,4
0,0,1,0,12,4,179,22,40,280,22,1,2,0,2
0,0,0,1,12,4,235,20,43,280,38,0,1,0,8
0,0,1,0,12,0,233,51,31,280,21,1,1,8,8
1,0,0,0,12,1,179,26,30,280,19,1,0,0,16
0,0,0,1,12,1,225,26,28,280,24,0,1,2,2
0,0,0,1,12,3,225,26,28,280,24,0,1,2,3
0,0,0,1,12,0,225,26,28,280,24,0,1,2,2
0,0,1,0,12,1,155,12,34,280,25,0,2,0,80
1,0,0,0,1,0,179,26,30,313,19,1,0,0,24
1,0,0,0,1,3,179,26,30,313,19,1,0,0,16
0,0,0,1,1,3,179,22,40,313,22,1,2,0,2
0,0,0,1,1,4,179,22,40,313,22,1,2,0,2
1,0,0,0,1,0,179,26,30,313,19,1,0,0,3
0,0,0,1,1,2,179,22,40,313,22,1,2,0,2
1,0,0,0,1,3,289,48,49,313,36,0,0,2,8
0,0,1,0,1,4,179,22,40,313,22,1,2,0,3
0,0,0,1,1,0,179,26,30,313,19,1,0,0,2
0,0,1,0,1,1,155,12,34,313,25,0,2,0,8
0,0,0,1,1,2,179,26,30,313,19,1,0,0,2
0,0,0,1,1,2,179,51,38,313,31,0,0,0,3
1,0,0,0,1,2,289,36,33,313,30,0,2,1,8
0,0,0,1,1,3,179,51,38,313,31,0,0,0,3
0,0,0,1,1,4,179,51,38,313,31,0,0,0,2
1,0,0,0,2,1,179,51,38,264,31,0,0,0,8
0,0,0,1,2,1,225,26,28,264,24,0,1,2,3
1,0,0,0,2,2,248,25,47,264,32,0,2,1,8
0,0,0,1,2,2,179,51,38,264,31,0,0,0,2
0,0,0,1,2,3,225,26,28,264,24,0,1,2,3
0,0,0,1,2,3,179,51,38,264,31,0,0,0,2
0,0,0,1,2,3,179,26,30,264,19,1,0,0,2
0,0,0,1,2,4,225,15,41,264,28,1,2,2,2
0,0,0,1,2,4,179,51,38,264,31,0,0,0,2
0,0,1,0,2,0,233,51,31,264,21,1,1,8,2
0,0,0,1,2,0,179,51,38,264,31,0,0,0,2
1,0,0,0,2,1,225,26,28,264,24,0,1,2,8
0,0,0,1,2,2,179,51,38,264,31,0,0,0,3
0,0,0,1,2,3,179,51,38,264,31,0,0,0,3
0,0,0,1,2,3,225,26,28,264,24,0,1,2,3
1,0,0,0,2,3,179,26,30,264,19,1,0,0,2
0,0,0,1,2,4,179,22,40,264,22,1,2,0,2
0,0,0,1,2,4,179,51,38,264,31,0,0,0,3
1,0,0,0,2,2,233,51,31,264,21,1,1,8,3
0,0,0,1,2,2,179,26,30,264,19,1,0,0,2
0,0,0,1,2,2,179,51,38,264,31,0,0,0,2
1,0,0,0,2,3,179,51,38,264,31,0,0,0,8
0,0,0,1,2,4,179,51,38,264,31,0,0,0,2
0,0,0,1,2,0,155,12,34,264,25,0,2,0,5
0,0,0,1,2,0,235,16,32,264,25,1,0,0,3
0,0,0,1,2,0,179,51,38,264,31,0,0,0,2
1,0,0,0,2,0,225,26,28,264,24,0,1,2,2
0,0,0,1,2,1,179,51,38,264,31,0,0,0,2
0,0,0,1,2,1,248,25,47,264,32,0,2,1,2
0,0,0,1,2,1,225,26,28,264,24,0,1,2,2
0,0,0,1,2,2,179,51,38,264,31,0,0,0,2
0,0,0,1,2,3,179,51,38,264,31,0,0,0,2
0,0,0,1,2,4,235,16,32,264,25,1,0,0,2
0,0,0,1,3,0,179,51,38,222,31,0,0,0,2
0,0,0,1,3,0,248,25,47,222,32,0,2,1,2
0,0,0,1,3,1,228,14,58,222,22,0,2,1,3
0,0,0,1,3,1,248,25,47,222,32,0,2,1,3
1,0,0,0,3,1,228,14,58,222,22,0,2,1,112
0,0,0,1,3,2,179,51,38,222,31,0,0,0,2
0,0,0,1,3,3,225,26,28,222,24,0,1,2,2
0,0,0,1,3,3,179,51,38,222,31,0,0,0,3
0,0,0,1,3,3,225,26,28,222,24,0,1,2,2
0,0,0,1,3,4,179,26,30,222,19,1,0,0,3
0,0,0,1,3,0,235,16,32,222,25,1,0,0,3
0,0,1,0,3,0,361,52,28,222,27,0,1,4,8
1,0,0,0,3,1,179,51,38,222,31,0,0,0,8
0,0,0,1,3,2,179,51,38,222,31,0,0,0,2
0,0,0,1,3,3,179,51,38,222,31,0,0,0,3
0,0,0,1,3,4,179,26,30,222,19,1,0,0,2
1,0,0,0,3,0,179,51,38,222,31,0,0,0,4
1,0,0,0,3,0,248,25,47,222,32,0,2,1,2
0,0,0,1,3,0,179,51,38,222,31,0,0,0,3
1,0,0,0,3,0,225,26,28,222,24,0,1,2,8
0,0,0,1,3,1,179,51,38,222,31,0,0,0,2
0,0,0,1,3,2,289,36,33,222,30,0,2,1,8
0,0,0,1,3,2,228,14,58,222,22,0,2,1,2
0,0,0,1,3,2,179,51,38,222,31,0,0,0,2
0,0,0,1,3,3,248,25,47,222,32,0,2,1,3
0,0,0,1,3,3,179,51,38,222,31,0,0,0,3
0,0,0,1,3,4,179,26,30,222,19,1,0,0,2
0,0,0,1,3,4,179,51,38,222,31,0,0,0,3
0,0,0,1,3,1,179,51,38,222,31,0,0,0,3
0,0,0,1,3,2,118,15,46,222,25,0,2,0,8
1,0,0,0,3,2,155,12,34,222,25,0,2,0,24
0,0,0,1,3,2,179,51,38,222,31,0,0,0,3
0,0,0,1,3,3,179,51,38,222,31,0,0,0,3
1,0,0,0,3,0,179,26,30,222,19,1,0,0,2
0,0,1,0,3,0,289,36,33,222,30,0,2,1,104
0,0,0,1,3,2,369,17,31,222,25,0,3,0,8
1,0,0,0,4,0,225,26,28,246,24,0,1,2,8
1,0,0,0,4,0,118,10,37,246,28,0,0,0,8
0,0,1,0,4,1,361,52,28,246,27,0,1,4,8
0,0,1,0,4,2,248,25,47,246,32,0,2,1,8
1,0,0,0,4,3,189,29,33,246,25,0,2,2,8
0,0,0,1,4,4,179,26,30,246,19,1,0,0,2
1,0,0,0,4,0,369,17,31,246,25,0,3,0,24
0,1,0,0,4,1,179,22,40,246,22,1,2,0,2
0,0,0,1,4,1,118,13,50,246,31,0,1,0,3
0,0,0,1,4,1,361,52,28,246,27,0,1,4,2
1,0,0,0,4,2,118,10,37,246,28,0,0,0,2
0,0,0,1,4,4,235,11,37,246,29,1,1,1,8
0,0,0,1,4,4,179,26,30,246,19,1,0,0,2
0,0,1,0,4,0,225,26,28,246,24,0,1,2,8
0,1,0,0,4,1,235,16,32,246,25,1,0,0,3
0,0,0,1,4,4,179,26,30,246,19,1,0,0,2
0,0,0,1,4,1,155,12,34,246,25,0,2,0,4
0,0,1,0,4,3,225,26,28,246,24,0,1,2,8
1,0,0,0,4,3,118,13,50,246,31,0,1,0,2
0,0,0,1,4,4,179,26,30,246,19,1,0,0,2
0,0,0,1,5,0,235,11,37,237,29,1,1,1,8
0,0,1,0,5,2,225,15,41,237,28,1,2,2,3
0,0,0,1,5,2,235,16,32,237,25,1,0,0,2
1,0,0,0,5,2,118,10,37,237,28,0,0,0,3
0,0,0,1,5,2,235,20,43,237,38,0,1,0,8
1,0,0,0,5,3,179,26,30,237,19,1,0,0,1
0,0,0,1,5,3,291,31,40,237,25,0,1,1,2
1,0,0,0,5,3,225,15,41,237,28,1,2,2,8
0,0,1,0,5,4,300,26,43,237,25,0,2,1,64
0,0,0,1,5,4,225,15,41,237,28,1,2,2,8
0,0,0,1,5,4,179,26,30,237,19,1,0,0,2
0,0,0,1,5,0,118,13,50,237,31,0,1,0,2
1,0,0,0,5,1,118,13,50,237,31,0,1,0,3
0,0,0,1,5,1,118,10,37,237,28,0,0,0,1
0,0,0,0,5,1,118,13,50,237,31,0,1,0,0
0,0,0,1,5,2,179,26,30,237,19,1,0,0,2
0,0,0,0,5,2,378,49,36,237,21,0,2,4,0
0,1,0,0,5,4,179,22,40,237,22,1,2,0,1
1,0,0,0,5,0,155,12,34,237,25,0,2,0,48
1,0,0,0,5,0,235,16,32,237,25,1,0,0,8
0,0,0,1,5,2,291,31,40,237,25,0,1,1,8
1,0,0,0,5,2,179,22,40,237,22,1,2,0,8
1,0,0,0,5,2,225,26,28,237,24,0,1,2,3
1,0,0,0,5,3,330,16,28,237,25,1,0,0,8
0,0,0,1,5,3,235,16,32,237,25,1,0,0,2
0,0,0,1,5,3,291,31,40,237,25,0,1,1,2
